('port 1',TE,1,'port 1',1,'transmission')
(500,3)
1.95943e+14	1.9975e-06	2.88108
1.9593e+14	2.65903e-07	0.366854
1.95917e+14	2.31519e-06	-0.744666
1.95904e+14	4.14806e-06	-1.11992
1.95891e+14	5.45515e-06	-1.46905
1.95879e+14	6.06984e-06	-1.81197
1.95866e+14	5.91505e-06	-2.15369
1.95853e+14	5.01169e-06	-2.49777
1.9584e+14	3.47609e-06	-2.85183
1.95827e+14	1.50876e-06	-3.2629
1.95815e+14	6.95582e-07	-6.3136
1.95802e+14	2.74672e-06	-6.86803
1.95789e+14	4.46616e-06	-7.23156
1.95776e+14	5.61816e-06	-7.57711
1.95763e+14	6.05573e-06	-7.91802
1.9575e+14	5.7239e-06	-8.25851
1.95738e+14	4.66596e-06	-8.60245
1.95725e+14	3.01838e-06	-8.96044
1.95712e+14	1.00146e-06	-9.42869
1.95699e+14	1.18739e-06	-12.5342
1.95686e+14	3.17577e-06	-12.9737
1.95674e+14	4.76502e-06	-13.3287
1.95661e+14	5.74536e-06	-13.671
1.95648e+14	5.99128e-06	-14.0099
1.95635e+14	5.47183e-06	-14.3492
1.95622e+14	4.25432e-06	-14.6936
1.9561e+14	2.49666e-06	-15.0592
1.95597e+14	4.5671e-07	-15.7618
1.95584e+14	1.72819e-06	-18.6694
1.95571e+14	3.62759e-06	-19.0617
1.95559e+14	5.06471e-06	-19.4097
1.95546e+14	5.85165e-06	-19.7488
1.95533e+14	5.88699e-06	-20.0857
1.9552e+14	5.16644e-06	-20.4239
1.95507e+14	3.78345e-06	-20.7696
1.95495e+14	1.91921e-06	-21.1512
1.95482e+14	2.84777e-07	-23.7484
1.95469e+14	2.29739e-06	-24.7623
1.95456e+14	4.08029e-06	-25.1301
1.95444e+14	5.33708e-06	-25.4722
1.95431e+14	5.90318e-06	-25.8082
1.95418e+14	5.70488e-06	-26.1431
1.95405e+14	4.76788e-06	-26.4806
1.95393e+14	3.21443e-06	-26.8297
1.9538e+14	1.25275e-06	-27.255
1.95367e+14	9.15831e-07	-30.3468
1.95354e+14	2.91429e-06	-30.8244
1.95342e+14	4.5452e-06	-31.1765
1.95329e+14	5.58432e-06	-31.5134
1.95316e+14	5.89443e-06	-31.8462
1.95303e+14	5.43426e-06	-32.1791
1.95291e+14	4.26378e-06	-32.5166
1.95278e+14	2.53744e-06	-32.8743
1.95265e+14	5.09081e-07	-33.5219
1.95252e+14	1.66482e-06	-36.4678
1.9524e+14	3.56154e-06	-36.8562
1.95227e+14	4.99319e-06	-37.1975
1.95214e+14	5.76619e-06	-37.5294
1.95201e+14	5.77679e-06	-37.8589
1.95189e+14	5.02251e-06	-38.19
1.95176e+14	3.60288e-06	-38.5294
1.95163e+14	1.70934e-06	-38.9134
1.9515e+14	4.72442e-07	-41.8241
1.95138e+14	2.50526e-06	-42.5014
1.95125e+14	4.23734e-06	-42.8556
1.95112e+14	5.40489e-06	-43.188
1.95099e+14	5.8484e-06	-43.515
1.95087e+14	5.50632e-06	-43.8412
1.95074e+14	4.42313e-06	-44.1713
1.95061e+14	2.7446e-06	-44.5184
1.95049e+14	7.13544e-07	-45.0485
1.95036e+14	1.47525e-06	-48.0861
1.95023e+14	3.41586e-06	-48.4811
1.9501e+14	4.89846e-06	-48.8166
1.94998e+14	5.71394e-06	-49.1413
1.94985e+14	5.74768e-06	-49.4633
